overall,vote,verified,reviewText,summary,unixReviewTime,Topic1,Topic2,Topic3,Topic4,Topic5,imagenum,nameverified,Sentiment,Length,Sentences,Flesch,Days,verified_option,Retail,vote_fillna
5.0,,1,"To save you some time, to the right of the F keys is an ""F lock"" key.  Just Press it :-)  Then your F keys will work as expected.  The keyboard is very comfortable to use.",Comfortable,2018-02-13,0.481550008058548,0.03725999966263771,0.3953000009059906,0.04608999937772751,0.03979000076651573,0,0.0,0.8439,35,1,61.33,4514,1,0,0.0
5.0,,1,"I have been using these keyboards for years, the only keyboard I ever plan to buy for as long as it's available.  They do wear out and can get dirty, as would any keyboard.  Just in case, I've bought several spares as I'm so accustomed to the keyboard I can barely work on regular one now.

The key thing about this keyboard is that when you use it your arms don't have to be perpendicular.  The posture keeps your wrist straight, greatly reducing strain.

If you work on your keyboard for hours on end, like a typical programmer or heavy computer users, you should get this keyboard.",The Keyboard for programmers or heavy computer users.,2018-02-10,0.48579999804496765,0.036570001393556595,0.39149001240730286,0.05719999969005585,0.028939999639987946,0,0.0,0.0056,107,1,-11.76,4511,1,0,0.0
5.0,,1,i have large hands and do autocad work all day long so yeah... this is the only way for me to go,i have large hands and do autocad work all day ...,2018-02-10,0.4792400002479553,0.03767000138759613,0.40667998790740967,0.04659999907016754,0.029810000211000443,0,0.0,0.0,22,1,91.45,4511,1,0,0.0
3.0,,0,"I purchased this for doing transcription work.  Two days into using it, the b key is sticking. Now I'm scared to press it. i have to rearrange whole sentences just to avoid that letter. Thanks Microsoft _ut I refuse to live in fear.  I want my money _ack.",Give me a _reak,2018-02-08,0.4917699992656708,0.03706999868154526,0.38809001445770264,0.05372999981045723,0.029340000823140144,0,0.0,-0.7269,48,3,80.62,4509,1,0,0.0
4.0,,1,"I have used traditional keyboards for pretty much my entire life of using computers. I didn't think i needed anything more ergonomic until my wrists started hurting and my posture started to 'collapse'. Nothing major, I haven't seen a physical therapist or anything, but I figured I needed to make a change. I remember one of my friends has gone through quite a few of these keyboards so I figured why not. I also didn't want to spend a lot.

So here I am typing on it right now after a week of getting used to it. I have to say that i generally find the key action to be a bit muddy. I have a mechanical keyboard and I also type on a lenovo laptop, so these feel mushy by comparison. They work fine though, and the sound is not as clicky, which I appreciate since I think I could do with less audio stimulation at work.

I have it connected to a KVM so I switche between a mac and pc which works fine for my needs. The volume control buttons work on both mac and windows which was a pleasant surprise.

My favorite feature is actually the palm rest. My hands sit pretty naturally there and i can type without feeling fatigued or any of the stress I had grown accustomed to  on my regular keyboards. I know my chair and desk aren't the best, but those things are not as easy to acquire as this keyboard. Because of the shape of the keyboard I can sit up straighter, longer. I feel better actually using my computer(s) and that's a tremendous benefit. If there was an equally affordable keyboard with better key action, that might win the day, but I'm pretty satisfied with this.",I have used traditional keyboards for pretty much my entire life of using computers,2018-02-05,0.47666001319885254,0.03545000031590462,0.3989099860191345,0.05988999828696251,0.029090000316500664,0,0.0,0.992,297,14,66.88,4506,1,0,0.0
1.0,,1,"I bought this less than four months ago... today one of the letter keys (C)  isn't working anymore. I have no idea how to fix it. Of course, the warranty on it is 90 days.",Stopped working in less than four months.,2018-02-05,0.4754199981689453,0.04187000170350075,0.3938699960708618,0.045990001410245895,0.0428600013256073,0,0.0,-0.296,35,3,93.44,4506,1,1,0.0
5.0,,1,"Highly recommended, used it first time today at work , huge improvement over the previous flat keyboard.",Highly recommended,2018-02-01,0.4772599935531616,0.04726000130176544,0.39989998936653137,0.04608999937772751,0.029489999637007713,0,0.0,0.7501,16,1,46.78,4502,1,0,0.0
4.0,,1,"I bought this for my wife as a replacement for another identical unit she had used for years.  Personally, I don't care for the ""ergonomic"" split layout, but my wife really likes it.  The 4 star rating is hers.",Nice keyboard if you like the split design and lots of special function keys,2018-02-01,0.47196000814437866,0.04067999869585037,0.41207000613212585,0.045910000801086426,0.02937999926507473,0,0.0,0.5148,39,1,48.81,4502,1,0,0.0
5.0,,1,the key board is perfect and is comfortable for the wrist,great key board,2018-02-01,0.4812600016593933,0.03765000030398369,0.4047299921512604,0.04656999930739403,0.02979999966919422,0,0.0,0.7906,11,1,85.69,4502,1,1,0.0
3.0,,1,After using many types of ergonomic keyboards and accessories over the years I think this is the most awkward and cumbersome I've tried. Made it impossible for my kids (10-15) to use the computer.  Even I have a hard time adjusting to it.,"Really different, even to someone used to ergonomics",2018-01-31,0.47843000292778015,0.03723999857902527,0.40880000591278076,0.046059999614953995,0.02947000041604042,0,0.0,-0.3167,43,2,66.57,4501,1,0,0.0
5.0,,1,"I have purchased this keyboard several times in the past.  It is excellent for touch typing.  I wouldn't recommend it for ""hunt and peck"" typing. It positions my hands nicely and the keys have good travel and touch.  I use some of the extra keys as well, but I use the function keys as function keys, not the alternate mapping provided.  Numeric keypad also works perfectly.",Excellent Keyboard for Touch Typists.,2018-01-25,0.48183000087738037,0.03671000152826309,0.3951599895954132,0.05724000185728073,0.02906000055372715,0,0.0,0.901,66,2,46.44,4495,1,0,0.0
5.0,,1,My third - I shouldn't drink water when typing.,Five Stars,2018-01-24,0.4795199930667877,0.03793000057339668,0.40560001134872437,0.04692000150680542,0.03002000041306019,0,0.0,0.0,8,1,71.82,4494,1,1,0.0
5.0,,1,Get one...you'll be spoiled!,Spoiled!,2018-01-21,0.484389990568161,0.0384799987077713,0.3990899920463562,0.047600001096725464,0.03044999949634075,0,0.0,0.0,4,1,92.8,4491,1,0,0.0
5.0,,1,"Takes a little getting used to, but overall very comfortable and works well.",but overall very comfortable and works well,2018-01-20,0.4965499937534332,0.037470001727342606,0.3899900019168854,0.04634999856352806,0.029650000855326653,0,0.0,0.8196,13,1,75.2,4490,1,0,0.0
3.0,,1,"So far, this keyboard is good. It functions properly while I type. It made my wrist relax when I am typing on it. However, I bought this keyboard more than three months ago and it is starting to act out on me. The keys are not functioning properly such as I have to press harder on many of the keys.",this keyboard is good. It functions properly while I type,2018-01-16,0.47505998611450195,0.03723999857902527,0.4121699929237366,0.046059999614953995,0.02947000041604042,0,0.0,0.7003,60,5,84.68,4486,1,0,0.0
5.0,,1,works great no problems,Five Stars,2018-01-15,0.48240000009536743,0.0377499982714653,0.40327998995780945,0.04670000076293945,0.02988000027835369,0,0.0,0.0516,4,1,92.8,4485,1,0,0.0
5.0,,1,"This is the only keyboard I will use, at work or at home.  Microsoft figured out a truly natural hand position.  It helps me avoid wrist strain.  Love these keyboards!",The Best!,2018-01-14,0.4978100061416626,0.03706999868154526,0.3899199962615967,0.0458500012755394,0.029340000823140144,0,0.0,0.923,30,1,49.49,4484,1,0,0.0
5.0,,1,Second time using this keyboard. I love it~,I love it~,2018-01-11,0.49254998564720154,0.0377499982714653,0.3931199908256531,0.04670000076293945,0.02988000027835369,0,0.0,0.6369,8,2,84.34,4481,1,0,0.0
5.0,,1,Works really good. No problems at all,Five Stars,2018-01-07,0.47659000754356384,0.0377499982714653,0.4090900123119354,0.04668999835848808,0.02988000027835369,0,0.0,-0.3069,7,2,84.84,4477,1,0,0.0
2.0,,1,"This HUGE slab came with no CD, no drivers, no Help, and a pamphlet so tiny with such tiny print that it's unreadable even with bifocals and a mag glass. This is all  contrary to what's shown in the Product Guide PDF linked and hosted here by Amazon, who I suppose are not to blame. In the Guide it shows a CD and a normal pamphlet. BTW, that PDF consists of about 6 lines of text in English, no help at all. A web search produced some decent reviews and a link to the MS Intellitype program which after installing gives some config features in the Keyboard Control Panel and also from the board's own key in the upper middle, T*Y.  Still no Help file though. To find out how to access the nearly hidden F(unction) Keys I had to search here at the customers' Q&A. It's controlled by a key on the upper right, the F-Key Lock, off by default, duh!

On the Pro side, it seems nicely made for plastic, the wrist rest is excellent, the driver seems non-buggy and handy, and the ergo factor would be great for all-day typists.","no CD, no drivers, no Help, and a tiny unreadable pamphlet",2018-01-04,0.4769200086593628,0.0508200004696846,0.3893299996852875,0.047690000385046005,0.03523999825119972,0,0.0,0.9419,193,7,68.84,4474,1,0,0.0
5.0,,1,I am very happy with this keyboard.  If you read the reviews they are a lot of help.  Download the Microsoft app for the product and it works very well for programing the keys.,Wonderful keyboard,2018-01-03,0.4998199939727783,0.037209998816251755,0.3874799907207489,0.04602999985218048,0.02944999933242798,0,0.0,0.8437,34,1,62.35,4473,1,0,0.0
5.0,,1,"Great keyboard with a lot of features that don't distract from the function.  Easy to use and change the angle to fit the person using it.  Tilt up, back, or flat.",Great keyboard with a lot of features that don't distract ...,2017-12-28,0.47773998975753784,0.037220001220703125,0.40953999757766724,0.04603999853134155,0.0294599998742342,0,0.0,0.8857,31,1,65.39,4467,1,0,0.0
5.0,,1,"This is an awesome keyboard!  It took a while to get used to the middle section ""splitting"" the keyboard,
but now I'm used to it & really like the way it is designed. No wrist aches/pains.....hands/arms are comfortable, & having a
number pad available....reminds me of the keyboards I used in data entry work (used for years & am quite comfortable using this style.",Love the keyboard!,2017-12-22,0.48089998960494995,0.03678999841213226,0.3964900076389313,0.048990000039339066,0.03683000057935715,0,0.0,0.9335,61,2,57.44,4461,1,1,0.0
